Unnamed: 0,title,channelId,thumbnailUrl,videoId,type_video,viewCount,subscriberCount,videoCount,keywords,views/subscriber
135,Apple iMac Changed My Life,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/tEIA7wnCG9w/mqdefault.jpg,tEIA7wnCG9w,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
136,Google Nexus 6: Size Comparison - To Other Smartphones (Mockup),UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/-qzLDwLWqqs/mqdefault.jpg,-qzLDwLWqqs,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
137,iPhone 6s vs The Original iPhone (The First iPhone/iPhone 2G),UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/vYuSWXoU2AQ/mqdefault.jpg,vYuSWXoU2AQ,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
138,Galaxy S8 - 4 Months Later - Note 8 or S8?,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/TVGtNz9AjHU/mqdefault.jpg,TVGtNz9AjHU,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
139,iPadOS 15 x iPad Pro M1 - Refined Evolution,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/7Lj1j09_-rM/mqdefault.jpg,7Lj1j09_-rM,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
140,Galaxy S8 Plus vs iPhone 7 Plus - ULTIMATE Comparison!,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/69m2csQ1fy8/mqdefault.jpg,69m2csQ1fy8,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
141,Next Level Smartphone Camera!,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/jteNhhYEngg/mqdefault.jpg,jteNhhYEngg,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
142,Dell Skylake XPS 15 9550 Review: Best Windows Laptop? (4K/Infinity Edge),UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/FOyoxhvVvq0/mqdefault.jpg,FOyoxhvVvq0,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
143,iPhone 7 Plus: One Month Later - Review,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/g7lBKWABylU/mqdefault.jpg,g7lBKWABylU,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
144,iPad Pro 2018 Review - My Student Perspective,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/q4dgHuWBv14/mqdefault.jpg,q4dgHuWBv14,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
145,"Microsoft Surface Book Review &amp; Experience: After 5 Months! (Intel i7, 512GB SSD, dGPU)",UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/yZ2kdZnl5i8/mqdefault.jpg,yZ2kdZnl5i8,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
146,"Apple Watch Review - After One Month (Stainless Steel, Black Band)",UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/pnPqeyp81w8/mqdefault.jpg,pnPqeyp81w8,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
147,Nokia Lumia 830 Review,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/zcliOpXH6a4/mqdefault.jpg,zcliOpXH6a4,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
148,HTC Desire 601: Quick Review,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/muilOetHtXU/mqdefault.jpg,muilOetHtXU,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
149,Best Wireless Earbuds 2019 + Apple AirPods 2 Alternatives!,UCT3MTXYJzXrHgOXB5qicr_w,https://i.ytimg.com/vi/u-gA9BpFyjQ/mqdefault.jpg,u-gA9BpFyjQ,normal,54865786,272000,562,Technology Smartphones Computers Tablets Laptops Apple Samsung,201.71244852941177
150,Top 5 iOS 14 Features!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/_QRE1W7mOrA/mqdefault.jpg,_QRE1W7mOrA,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
151,"New Apple Watch 6, iPad Air and... NO iPHONE?! Sept 15th Apple Event Rumor Round Up!",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/32vhqVYosjg/mqdefault.jpg,32vhqVYosjg,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
152,2019 Microsoft Surfaces,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/OzVKzH_v3Rk/mqdefault.jpg,OzVKzH_v3Rk,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
153,Scribble DEMO on new iPad OS!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/REhG2aW3hbU/mqdefault.jpg,REhG2aW3hbU,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
154,iPhone 12 Rumors,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/btjv1eq2NWA/mqdefault.jpg,btjv1eq2NWA,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
155,OnePlus 6 Unboxing!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/sOgvkUwwTa0/mqdefault.jpg,sOgvkUwwTa0,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
156,"Everything new with Apple! M2 Pro and M2 Pro Max, MacBook and HomePod!",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/bcTxfbYLbxw/mqdefault.jpg,bcTxfbYLbxw,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
157,Hands on with the NEW iPhone 14!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/px6V2WX0TPM/mqdefault.jpg,px6V2WX0TPM,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
158,"$2,300 iPhone Case?!",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/ZUDHLP1JMZE/mqdefault.jpg,ZUDHLP1JMZE,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
159,💜 New Purple iPhone 12!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/Gzp-OML-4lY/mqdefault.jpg,Gzp-OML-4lY,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
160,How to make Apple Smores | Halloween Treats | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/3tNs-5ifPKQ/mqdefault.jpg,3tNs-5ifPKQ,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
161,PAC-MAN CAKE!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/-MejjGs5gTk/mqdefault.jpg,-MejjGs5gTk,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
162,MagSafe Duo Charger!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/Y7UXjz0_a9k/mqdefault.jpg,Y7UXjz0_a9k,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
163,Thom Browne Samsung Galaxy Z Fold 2 - The most BEAUTIFUL Unboxing!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/5T_2yeeMcCs/mqdefault.jpg,5T_2yeeMcCs,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
164,Vince Vaughn interview - The Internship | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/mgMT0TmXOA0/mqdefault.jpg,mgMT0TmXOA0,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
165,Samsung Galaxy Z-Flip and Z-Fold 3!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/0n-xaq-z3ic/mqdefault.jpg,0n-xaq-z3ic,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
166,Spiralizing Food!!!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/_rXOrInQ7Tc/mqdefault.jpg,_rXOrInQ7Tc,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
167,New Apple Watch Band review! | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/eUZaZk_9yz8/mqdefault.jpg,eUZaZk_9yz8,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
168,How to make Pumpkin Bread 🎃🍞 | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/H0AgZYhWG_g/mqdefault.jpg,H0AgZYhWG_g,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
169,"OMG! New AirPods 2, iPads, and Apple Watch Bands!!!!!",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/Hyi8QNIKSek/mqdefault.jpg,Hyi8QNIKSek,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
170,Green Eggs and Not Ham | St. Patrick&#39;s Day Breakfast,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/D4pdh0eTsxw/mqdefault.jpg,D4pdh0eTsxw,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
171,New Yellow iPhone 14!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/KYyfTA6TDlE/mqdefault.jpg,KYyfTA6TDlE,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
172,*NEW* AirPods 3!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/50fqpXh0FO8/mqdefault.jpg,50fqpXh0FO8,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
173,How to make NO BAKE peanut butter cookies! | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/sIrPk9l2q-0/mqdefault.jpg,sIrPk9l2q-0,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
174,MASSIVE GADGET UNBOXING!!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/zXXxZmwpPnc/mqdefault.jpg,zXXxZmwpPnc,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
175,Cinematic iPhone Videos! Osmo Mobile 3!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/EHZqE7iwqv8/mqdefault.jpg,EHZqE7iwqv8,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
176,"Samsung Galaxy Z Fold 2 - Unboxing, Gaming and first impressions!",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/OGmR0_yOYBA/mqdefault.jpg,OGmR0_yOYBA,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
177,Samsung Galaxy Fold - A FAIL?!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/P1j5nqNWcyE/mqdefault.jpg,P1j5nqNWcyE,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
178,NEW 2020 iPhone SE!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/1vl9N4Sk8QY/mqdefault.jpg,1vl9N4Sk8QY,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
179,iPhone MagSafe Battery Pack!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/-zXFpgw4VRc/mqdefault.jpg,-zXFpgw4VRc,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
180,Unboxing the NEW Nothing Ear(1) Headphones!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/EdwdgT3xArE/mqdefault.jpg,EdwdgT3xArE,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
181,Simple HDR iPhone 12 Editing App! New Clips update!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/sDgePvjRLNQ/mqdefault.jpg,sDgePvjRLNQ,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
182,New OPPO Find X5 Pro! Unboxing and First Impressions!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/zen1twV3O48/mqdefault.jpg,zen1twV3O48,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
183,The New Microsoft Surface Duo 2 and Laptop Studio!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/x1F4LfekULA/mqdefault.jpg,x1F4LfekULA,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
184,First look at the NEW Apple Watch Ultra!!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/SdVHRYnTFUI/mqdefault.jpg,SdVHRYnTFUI,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
185,Top 5 Mac OS Big Sur Feature!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/IBKpA2AhLhc/mqdefault.jpg,IBKpA2AhLhc,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
186,Pink Samsung Galaxy 5G S20,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/DKHGHy6gcJc/mqdefault.jpg,DKHGHy6gcJc,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
187,💀 Halloween Grave Yard Cake!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/t2YMUu-L0YY/mqdefault.jpg,t2YMUu-L0YY,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
188,iOS 14 and all the WWDC updates!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/6XWgNQrfq6A/mqdefault.jpg,6XWgNQrfq6A,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
189,Top iPad OS 15 Features!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/Aoa8tJFcOOk/mqdefault.jpg,Aoa8tJFcOOk,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
190,"Apple M1 Chip - NEW MacBook Air, 13in MacBook and Mac Mini 2020",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/h_ZbB_fbR7c/mqdefault.jpg,h_ZbB_fbR7c,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
191,How We Work From Home - Our Quarantine Editing Workflow!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/E2jsZK1el6o/mqdefault.jpg,E2jsZK1el6o,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
192,How to make Donuts 🍩 | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/m2nIee0squE/mqdefault.jpg,m2nIee0squE,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
193,Samsung Galaxy Z Flip3 5G - Review in Hawaii!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/F_IQMNFrtK4/mqdefault.jpg,F_IQMNFrtK4,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
194,MacBook Pro Touchbar review! | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/-ZvU59V8qKc/mqdefault.jpg,-ZvU59V8qKc,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
195,"*NEW* M2 MacBook Air! iOS 16, iPad OS 16 and more at #WWDC",UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/tY0CyLQINag/mqdefault.jpg,tY0CyLQINag,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
196,New M2 MacBook Air and 13in MacBook Pro!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/1L5bI2nUXJU/mqdefault.jpg,1L5bI2nUXJU,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
197,Cutting Soap AGAIN!,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/dg69erDLfw4/mqdefault.jpg,dg69erDLfw4,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
198,Candy Corn Pudding Pops | Halloween Treats | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/GCcQdcN7AAg/mqdefault.jpg,GCcQdcN7AAg,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
199,How to make BB-8 Drinks! | iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://i.ytimg.com/vi/cVU_5Grzu3Y/mqdefault.jpg,cVU_5Grzu3Y,normal,1454085996,7100000,2507,"iJustine ""Tech Review"" Apple iPhone Gaming Xbox PlayStation",204.80084450704226
200,"iOS 15.3 Beta 1 &amp; iOS 15.2 Follow-Up - Changes, Bug Fixes, Performance, Battery Life",UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/Zin_JWU7OEM/mqdefault.jpg,Zin_JWU7OEM,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
201,iOS 15.1 RC Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/0xFjbrvmae8/mqdefault.jpg,0xFjbrvmae8,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
202,"iOS 15.1 RC - More Changes, Bug Fixes, Battery Life &amp; Release Date",UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/jYxCvQZcDk8/mqdefault.jpg,jYxCvQZcDk8,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
203,Apple M1X MacBook Pro Event Confirmed! iOS 15.1 &amp; macOS Monterey Release Date,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/F5t4lTvO__k/mqdefault.jpg,F5t4lTvO__k,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
204,macOS Monterey 12.2 Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/fQKbZECcvac/mqdefault.jpg,fQKbZECcvac,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
205,iOS 15.3 RC Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/QOW5Z-O3wLU/mqdefault.jpg,QOW5Z-O3wLU,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
206,iOS 15.3 Beta 2 Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/pBu4-gWmukI/mqdefault.jpg,pBu4-gWmukI,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
207,iOS 15.1 Beta 4 Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/oWLNs7nQtYc/mqdefault.jpg,oWLNs7nQtYc,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
208,iOS 15.2.1 Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/_pe7PTyDCRA/mqdefault.jpg,_pe7PTyDCRA,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
209,iOS 16 Wishlist - Features &amp; Changes We Hope to See,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/wDnSJrzGAkw/mqdefault.jpg,wDnSJrzGAkw,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
210,iOS 15.3 RC Review - A Few Days Later,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/r6r74o_0SuU/mqdefault.jpg,r6r74o_0SuU,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
211,"iOS 15.1 Beta 3 Follow Up - Changes, Performance, Battery Life &amp; More",UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/s57D0pPNOAc/mqdefault.jpg,s57D0pPNOAc,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
212,12 AWESOME iPhone Tricks You Didn’t Know Existed!,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/FF_1QsOWi4g/mqdefault.jpg,FF_1QsOWi4g,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
213,iOS 15.2.1 &amp; iOS 15.3 Beta 2 Review - 1 Week Later,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/rib1hKVbUX0/mqdefault.jpg,rib1hKVbUX0,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
214,"iOS 15, 15.0.1 &amp; iOS 15.1 - Bugs &amp; Bug Fixes, Performance, Battery Life &amp; More",UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/ODSEyhWatuc/mqdefault.jpg,ODSEyhWatuc,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
215,"iOS 15.1 &amp; 15.2 Beta 1 Follow-Up - Changes, Bug Fixes, Performance, Battery Life",UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/5KXD7gZZc4A/mqdefault.jpg,5KXD7gZZc4A,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
216,"iOS 15.0.2 &amp; iOS 15.1 Beta 4 - Additional Changes, Bug Fixes, Performance &amp; Battery Life",UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/_zf_nd31MTo/mqdefault.jpg,_zf_nd31MTo,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
217,iOS 14.4.1 &amp; iOS 14.5 Beta 3 - Follow-Up Review,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/3nTqhjuDr_M/mqdefault.jpg,3nTqhjuDr_M,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
218,iOS 15.1 Beta 3 Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/eTzDrCZtOgI/mqdefault.jpg,eTzDrCZtOgI,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
219,Apple AirPods Review (3 Months Later) - A $160 Joke?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/n0qxmgbCGo8/mqdefault.jpg,n0qxmgbCGo8,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
220,iOS 15 RC Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/wvtTU0V6604/mqdefault.jpg,wvtTU0V6604,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
221,iOS 15.0.2 Released - What&#39;s New?,UCpZy-Hfqcxf-R7nQzlv9Bvw,https://i.ytimg.com/vi/3sNlb7js46I/mqdefault.jpg,3sNlb7js46I,normal,403755511,1200000,1616,"iphone ""iOS 17"" ""iPhone 15"" ""iPhone 15 pro"" ""iPhone 15 pro max""",336.4629258333333
