,channelId,viewCount_x,subscriberCount,videoCount,keywords,title,thumbnailUrl,viewCount_y,videoId,tags,categoryId
14,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,M2 MacBook Air vs. The Rest,https://i.ytimg.com/vi/YOSQIUGGdYE/mqdefault.jpg,1713505,YOSQIUGGdYE,"['Dave2D', 'Review', 'M2 MacBook Air', 'versus', 'XPS 13', 'XPS 13 Plus', 'OLED', 'ZenBook', 'windows laptops', 'students', 'm1']",28
15,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,"The M3 MacBook Air ""Problems""",https://i.ytimg.com/vi/UFV6wukB_Rg/mqdefault.jpg,909584,UFV6wukB_Rg,"['Dave2D', 'Review', 'm3 MacBook air', 'versus', 'm2 MacBook air', 'best macbook', 'which macbook']",28
16,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,M2 MacBook Air Review - Needs More Air,https://i.ytimg.com/vi/gqYaqBVT5vM/mqdefault.jpg,1333013,gqYaqBVT5vM,"['Dave2D', 'Review', '2022', 'm2 macbook air', 'versus macbook pro', 'versus m1 macbook air']",28
17,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Razer Viper Mini Signature Edition... A $280 Mouse?! WTF,https://i.ytimg.com/vi/VdKqVmFSkI0/mqdefault.jpg,1063457,VdKqVmFSkI0,"['Dave2D', 'Review']",28
18,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,My Pixel 7 Pro Review,https://i.ytimg.com/vi/KGXYcumRkYk/mqdefault.jpg,1066008,KGXYcumRkYk,"['Dave2D', 'Review', 'pixel 7 pro', 'pixel 7', 'best android phone', 'versus', 'iPhone 14 pro', 'iPhone 14']",28
19,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,The NEW Asus ROG Zephyrus G16 and G14,https://i.ytimg.com/vi/Qr0Xvw9cjCU/mqdefault.jpg,699475,Qr0Xvw9cjCU,"['Dave2D', 'Review', 'Asus G16', 'G14', 'G16', 'versus', 'MacBook pro', 'macbook']",28
20,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Razer vs Alienware Gaming Laptops,https://i.ytimg.com/vi/OsQymqWRu6Y/mqdefault.jpg,1210569,OsQymqWRu6Y,"['Dave2D', 'Review']",28
21,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Only Apple Could Do This.,https://i.ytimg.com/vi/cy9b2v8Rhvs/mqdefault.jpg,888775,cy9b2v8Rhvs,"['Dave2D', 'Review', 'apple WWDC', 'WWDC', 'Apple Intelligence', 'AI', 'Apple AI']",28
22,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,"M1 Max MacBook Pro Review! (14"" + 16"")",https://i.ytimg.com/vi/IhqCC70ZfDM/mqdefault.jpg,2060742,IhqCC70ZfDM,"['Dave2D', 'Review', 'Apple MacBook', 'M1 Pro', 'M1 Max', 'versus', 'razer blade', 'best macbook', 'm1 max vs Pro', '14', 'macbook', 'pro', '2021', '16', 'macbook', 'pro', '2021']",28
23,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,M1 iMac Review - Better and Worse,https://i.ytimg.com/vi/E59xZyDFiJ8/mqdefault.jpg,1516969,E59xZyDFiJ8,"['Dave2d', 'review', 'dave lee', 'imac', 'apple imac', 'm1 imac', 'apple m1 imac', 'imac review', 'apple imac review', 'imac unboxing', 'apple imac unboxing', 'imac 2021 unboxing', 'apple imac 2021', 'apple imac 2021 unboxing', 'imac m1', 'imac 24 inch unboxing', 'imac 24 inch', 'apple imac m1 2021']",28
24,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,If You Want A More Powerful Steam Deck,https://i.ytimg.com/vi/KjJwTQ0hs2E/mqdefault.jpg,800324,KjJwTQ0hs2E,"['Dave2D', 'Review']",28
25,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,The Mystery Of MacBook Speakers,https://i.ytimg.com/vi/LkYB931iUjc/mqdefault.jpg,1113095,LkYB931iUjc,"['Dave2D', 'Review', 'macbook', 'apple', 'best laptop speakers', 'best laptop for audio', 'best laptop for music', 'best MacBook for music']",28
26,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Beware the ASUS ROG Ally Reviews,https://i.ytimg.com/vi/C6VuSPPkTeY/mqdefault.jpg,1071758,C6VuSPPkTeY,"['Dave2D', 'Review', 'ROG ALLY', 'versus', 'steamdeck', 'ASUS', 'vs', 'ayaneo', 'ayaneo s2', 'battery', 'benchmark', 'performance']",28
27,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Best Laptop for Students!,https://i.ytimg.com/vi/TEFIF8dX3yU/mqdefault.jpg,941279,TEFIF8dX3yU,"['Best Laptop', 'Cheapest Laptop', 'Back to school', 'Fall', 'Cheap', 'Dell', 'Razer']",28
28,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,My 2024 iPad Pro Review,https://i.ytimg.com/vi/bG2N4a0ir3A/mqdefault.jpg,933753,bG2N4a0ir3A,"['Dave2D', 'Review', 'apple', 'ipad', '13', '11', 'versus', 'iPad pro', 'iPad air']",28
29,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Can You Replace a Laptop With a Tiny Computer?!,https://i.ytimg.com/vi/diRhFErwN_g/mqdefault.jpg,779752,diRhFErwN_g,"['Dave2D', 'Skull Canyon', 'intel', 'nuc', 'review', 'computer', 'pc', 'gaming', 'small form factor', 'desktop', 'rig', 'SFF', 'powerful', 'Iris Pro', 'Review']",28
30,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Rabbit R1 - We Gotta Talk...,https://i.ytimg.com/vi/ZMqhE9r5JuI/mqdefault.jpg,618888,ZMqhE9r5JuI,"['Dave2D', 'Review', 'rabbit R1', 'humane Ai Pin']",28
31,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,The Moment We've Been Waiting For,https://i.ytimg.com/vi/rSx0WZfDbE0/mqdefault.jpg,889632,rSx0WZfDbE0,"['Dave2D', 'Review', 'Snapdragon X Elite', 'versus', 'macbook', 'air', 'apple', 'm3', 'best laptop', 'best gaming laptop', 'thinnest laptop', 'best laptop for students', 'ARM', 'windows on arm', 'copilot']",28
32,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,The NEW Lenovo LEGION Laptops!,https://i.ytimg.com/vi/MfhRUoF33aQ/mqdefault.jpg,710124,MfhRUoF33aQ,"['Dave2D', 'Review', 'legion laptop', 'gaming laptop', 'best gaming laptop', 'best laptop', 'legion versus', '14900HX', '14900', '14th gen']",28
33,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,iPhone 11 Pro - The Cycle Ends,https://i.ytimg.com/vi/uDqmLrpMz7A/mqdefault.jpg,1400340,uDqmLrpMz7A,"['Dave2D', 'Review', 'iphone', 'apple', 'best iphone', 'iOS 13', 'iOS', 'iphone 11', 'iphone 11 pro']",28
34,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,What Are These Companies Hiding? - Rabbit R1 / Humane AI Pin,https://i.ytimg.com/vi/OPoWMXqq62Q/mqdefault.jpg,1091826,OPoWMXqq62Q,"['Dave2D', 'Rabbit R1', 'Humane AI Pin', 'AI Assistant']",28
35,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Let's Talk About That $699 iPhone 11,https://i.ytimg.com/vi/8MkyTIU_ZLk/mqdefault.jpg,1467413,8MkyTIU_ZLk,"['Dave2D', 'iphone 11', 'iphone', 'apple', '699', '700', 'cheaper iphone', 'cheapest iphone', 'best iphone', 'best budget iphone', 'best value iphone']",28
36,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,The Next Android Smartphones,https://i.ytimg.com/vi/U7HxYOaFr88/mqdefault.jpg,883416,U7HxYOaFr88,"['Dave2D', 'snapdragon 888', 'Samsung S21', 'S30', 'Galaxy S21', 'OnePlus 9', 'OnePlus 9 Pro', 'Oneplus 9E', 'Pixel XE', 'Pixel 6', 'Pixel X']",28
37,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,This Is the OnePlus 6... I Think.,https://i.ytimg.com/vi/ujws3_SLMPk/mqdefault.jpg,539243,ujws3_SLMPk,"['dave2d', 'dave lee', 'phone', 'phone 2018', 'smartphone', 'smartphone 2018', 'oneplus 6', 'oneplus 6 render', 'oneplus 6 concept', 'new oneplus', 'oneplus render', 'oneplus concept', 'one plus 6 first look']",28
38,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Tesla Model 3 vs Model S - 5 Things Before Buying,https://i.ytimg.com/vi/6TcoAnk_Q-c/mqdefault.jpg,331895,6TcoAnk_Q-c,"['tesla', 'ev', 'model 3', 'electric car', 'Tesla Model 3', 'affordable Tesla', 'Tesla Model 3 price', 'Tesla Model 3 rumors', 'Tesla Model 3 vs Model S', 'Model 3', 'preordering', 'preorder']",2
39,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,What’s the 16✗16✗16 Laptop?,https://i.ytimg.com/vi/-GPgoiq-rdE/mqdefault.jpg,1281613,-GPgoiq-rdE,"['Dave2D', 'Review', 'msi PS63', 'best laptop', 'best gaming laptop', 'best laptop for students', 'longest battery life', 'longest battery life laptop', 'notebook', 'thinnest laptop', 'thinnest notebook', 'XPS 15', 'XPS 13', 'LG Gram 15', 'LG Gram 17', 'LG Gram', 'razer blade stealth']",28
40,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Make the MacBook THICC Again,https://i.ytimg.com/vi/0FQ6WGJkLPs/mqdefault.jpg,1184777,0FQ6WGJkLPs,"['Dave2D', 'Review', 'macbook pro', '16 macbook', '16.5 macbook', '2019 macbook pro', 'best macbook', 'macbook problems', 'flexgate', 'stagelighting', 'stage lighting', 'butterfly switches', 'butterfly keyboard', 'problems with macbook keyboard']",28
41,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Are the New AMD Laptops ACTUALLY Good?,https://i.ytimg.com/vi/khXwVtzhraI/mqdefault.jpg,802796,khXwVtzhraI,"['Dave2D', 'Review', 'zen 2', 'amd', 'ryzen 7', '4000', '4800U', '4800H', '9750H', '9980HK', 'versus', 'best', 'battery life']",28
42,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,ROG ALLY X - We Gotta Talk.,https://i.ytimg.com/vi/b6ymEz1PmBc/mqdefault.jpg,497322,b6ymEz1PmBc,"['Dave2D', 'Review', 'asus', 'ally', 'rog', 'ally X', 'ally 2', 'versus', 'steam deck', 'legion go']",28
43,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,LG G7 - The Phone I WANT to Love,https://i.ytimg.com/vi/WbGaqJehEHw/mqdefault.jpg,375069,WbGaqJehEHw,"['Dave2D', 'LG G7', 'vs', 'camera', 'AI', 'ThinQ', 'best phone', 'best smartphone', 'Samsung S9', 'galaxy', 'P20', 'P20 pro', 'samsung s9+', 'pixel 2 XL', 'pixel 2', 'LG G6', 'battery life', 'speed test', 'battery test']",28
44,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,MKBHD Didn't Expect This...,https://i.ytimg.com/vi/KnHZQ-Ng6WE/mqdefault.jpg,840350,KnHZQ-Ng6WE,"['Dave2D', 'Review', 'MKBHD', 'MKBHD shoe', 'M251', 'Atoms', 'MKBHD Sneaker', 'MKBHD 251', 'marques brownlee', 'Atoms 251', 'tech shoe', 'sandals', 'sneakers']",28
45,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Intel Sent Their Secret Weapon,https://i.ytimg.com/vi/2vaVH0SJa3s/mqdefault.jpg,966233,2vaVH0SJa3s,"['Dave2D', 'Review']",28
46,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Samsung Galaxy Z Flip - Thicker Than Your Wallet,https://i.ytimg.com/vi/YF3P2-I8bVc/mqdefault.jpg,696648,YF3P2-I8bVc,"['Dave2D', 'Review', 'samsung', 'Z flip', 's20', 's20 ultra', 'razr', 'versus', 'flip phone', 'best flip phone', 'galaxy']",28
47,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,Samsung Galaxy S21 - What Is Going On?,https://i.ytimg.com/vi/HLhG8U6ziqs/mqdefault.jpg,1242226,HLhG8U6ziqs,"['Dave2D', 'samsung galaxy s21', 'samsung galaxy s21 plus', 'samsung galaxy s21 ultra', 'samsung galaxy S21 +', 'galaxy s21', 'samsung s21']",28
48,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,XPS 13 Plus - Cleaner And Faster Than A MacBook!,https://i.ytimg.com/vi/6fPj6mj-M_k/mqdefault.jpg,2787660,6fPj6mj-M_k,"['Dave2D', 'Review', 'XPS 13 Plus', '9320', 'XPS 13', 'PRO']",28
49,UCVYamHliCI9rw1tHR1xbkfw,797484949,3660000,759,Technology reviews laptop gaming iphone android phones apple,What's Missing from iPad OS?,https://i.ytimg.com/vi/8wSYgT9shSY/mqdefault.jpg,730464,8wSYgT9shSY,"['Dave2D', 'Review', 'ipad pro', 'ios', '13', 'ipad os', 'ipados', 'new ipad']",28
50,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,What is Google hiding?,https://i.ytimg.com/vi/DmzquINN6rM/mqdefault.jpg,485800,DmzquINN6rM,"['Techlinked', 'netlinked', 'Linus', 'Google', 'ios', 'App Store', 'update', 'privacy', 'nutrition labels', 'iOS 14', 'Shadow', 'Gmail', 'Google Maps', 'Google Photos', 'Google Drive', 'information', 'personal data', 'security']",28
51,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,No Mac Is Safe...,https://i.ytimg.com/vi/Q17rcFIcREY/mqdefault.jpg,533478,Q17rcFIcREY,"['Techlinked', 'netlinked', 'Linus', 'Apple', 'Mac', 'virus', 'Silver Sparro', 'malware', 'hack', 'infected', 'macbook', 'mac mini', 'm1', 'processor', 'x86', 'intel mac', 'hacked', 'antivirus', 'macOS']",28
52,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,AMD still loves us 😊,https://i.ytimg.com/vi/qlKubWocKkg/mqdefault.jpg,548489,qlKubWocKkg,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'AMD', 'gpu', 'graphics card', 'RX 6600', 'pc gaming', 'stock shortage', 'shortage', 'chip shortage', 'GPU shortage', 'GPU stock', 'GPU price', 'MSRP', 'Radeon', 'release date', 'price', 'review', 'benchmarks']",28
53,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Apple killing the Touch Bar?!,https://i.ytimg.com/vi/hUdcurtyY4A/mqdefault.jpg,461841,hUdcurtyY4A,"['Techlinked', 'netlinked', 'Linus', 'Apple', 'Mac', 'Ming Chi Kuo', 'leaks', 'macbook pro', '16', '14', 'inch', '16 inch Macbook PRo', 'Apple Silicon', 'M2', 'M1', 'chip', 'processor', 'iMac redesign', 'Mac Pro', 'Intel', 'ARM', 'touch bar', 'magsafe']",28
54,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,What A Disappointment.,https://i.ytimg.com/vi/JbKC1LUIBxg/mqdefault.jpg,688494,JbKC1LUIBxg,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'Riley', 'Intel', 'Intel Arc', 'Intel Arc GPUs', 'paper launch', 'Arc laptops', 'Intel Arc mobile GPUs', 'laptops with Arc', 'Samsung Galaxy Book2 Pro', 'Acer Swift X', 'Arc GPU laptops', 'Arc 3', 'Arc 5', 'Arc 7']",28
55,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Wireless charging FASTER than Wired?,https://i.ytimg.com/vi/CCjlU7uLXgs/mqdefault.jpg,507215,CCjlU7uLXgs,"['Techlinked', 'netlinked', 'Linus', 'Xiaomi', 'wireless charging', '80W', '80 watt', '80 watts', 'Magsafe', 'iPhone 12', 'iPhone 12 Pro', 'iPhone 12 mini', 'speed', 'charging speed', 'phone']",28
56,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Sony Stole My Movies.,https://i.ytimg.com/vi/huj8ZeHccK4/mqdefault.jpg,454910,huj8ZeHccK4,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'Riley', 'Sony', 'Playstation', 'Playstation Store', 'Playstation store movies', 'digital ownership', 'Sony movies', 'Studio Canal', 'Hunger Games', 'John Wick', 'Paddington', 'Austria', 'Germany']",28
57,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Apple Lost Again!!,https://i.ytimg.com/vi/y9qrAq7KBZY/mqdefault.jpg,587438,y9qrAq7KBZY,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'Apple', 'Corellium', 'lawsuit', 'iOS', 'emulator', 'Apple lawsuit', 'Apple vs Corellium', 'Apple vs Epic', 'Epic vs Apple', 'Epic Games', 'Samsung', 'Unpacked', 'Samsung Unpacked 2021', 'Galaxy Z Fold 3', 'Galaxy Z Flip 3', 'Galaxy Watch 4', 'Galaxy Buds 2']",28
58,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,What is Samsung DOING!?,https://i.ytimg.com/vi/JuvrBqmtbm4/mqdefault.jpg,408773,JuvrBqmtbm4,"['Techlinked', 'netlinked', 'Linus', 'Samsung', 'Galaxy Fold', 'teardown', 'censor', 'review', 'damage', 'issues', 'broken', 'screen', 'display', 'black screen', 'ifixit', 'failure', 'take down', 'epic games store', 'revenue', 'split', 'exclusive', 'steam']",28
59,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Dell wants to be Apple so bad...,https://i.ytimg.com/vi/5LdAEBimv5Q/mqdefault.jpg,596792,5LdAEBimv5Q,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'Riley', 'Dell', 'Apple', 'memory', 'DDR5', 'GPUs', 'graphics cards', 'proprietary', 'locked in', 'right to repair', 'upgrade', 'DIY PC', 'laptops', 'Macbook', 'Macbook Pro', 'Dell Precision']",28
60,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Nvidia’s Insulting Us.,https://i.ytimg.com/vi/zOwIf8465d8/mqdefault.jpg,604740,zOwIf8465d8,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'Riley', 'Nvidia', 'Geforce', 'GTX 1630', 'Geforce GTX 1630', 'Turing', 'GPU', 'graphics card', 'gaming graphics card', 'gaming GPU', 'GPU shortage', 'GPU prices', '1650', '1650 Super', 'Radeon', 'RX 6400', 'benchmarks', 'price', 'pc gaming', 'DIY PC', 'PC build']",28
61,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Overclock EVERYTHING...,https://i.ytimg.com/vi/sx56pURfgPs/mqdefault.jpg,394308,sx56pURfgPs,"['Techlinked', 'netlinked', 'Linus', 'overclock', 'cpu', 'intel cpu', 'overclock intel', 'ASRock', '10th gen', 'Comet Lake', 'Rocket Lake', 'Z490', 'Core i7', 'Core i5', 'Core i3', 'i7', 'i5', 'i3', 'overclock i3', 'overclock pentium']",28
62,UCeeFfhMcJa1kjtfZAGskOCA,525687717,1880000,1004,netlinked tech news pc computer gaming mobile phone desktop laptop apple mac,Facebook Does Not Care.,https://i.ytimg.com/vi/EULgEZ6HwCc/mqdefault.jpg,554430,EULgEZ6HwCc,"['Linus', 'LinusTechTips', 'tech news', 'Riley Murdock', 'tech', 'news', 'Facebook', 'Instagram', 'outage', 'Facebook down', 'Instagram down', 'connection', 'Unfollow everything', 'research', 'mental health', 'News Feed', 'impact', 'Facebook whistleblower', 'issues', 'connection issues', 'Whatsapp', 'Facebook issues', 'Facebook research']",28
